Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Experimental Condition [Cell Origin],Experimental Condition [Cell Type],Experimental Condition [PDX Metastatic Efficiency],Comment [Experiment Date],Source Name,Comment [Series Location],Image File,Comment [Image File Comment],Comment [Image File Path],Comment [Image File Type],Channels
PDX_UT8,150702_UT8_m528.nd2 [150702_UT8_m528.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,UT8,           ,150702,150702_UT8_m528,6,150702_UT8_m528.nd2,,data/raw/nd2/150702_UT8_m528.nd2,raw,Phase contrast: Cells
PDX_UT8,150702_UT8_m528.nd2 [150702_UT8_m528.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,UT8,           ,150702,150702_UT8_m528,7,150702_UT8_m528.nd2,,data/raw/nd2/150702_UT8_m528.nd2,raw,Phase contrast: Cells
PDX_UT8,150702_UT8_m528.nd2 [150702_UT8_m528.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,UT8,           ,150702,150702_UT8_m528,8,150702_UT8_m528.nd2,,data/raw/nd2/150702_UT8_m528.nd2,raw,Phase contrast: Cells
PDX_UT8,150702_UT8_m528.nd2 [150702_UT8_m528.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,UT8,           ,150702,150702_UT8_m528,9,150702_UT8_m528.nd2,,data/raw/nd2/150702_UT8_m528.nd2,raw,Phase contrast: Cells
PDX_UT8,150702_UT8_m528.nd2 [150702_UT8_m528.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,UT8,           ,150702,150702_UT8_m528,10,150702_UT8_m528.nd2,,data/raw/nd2/150702_UT8_m528.nd2,raw,Phase contrast: Cells
PDX_m528,150702_UT8_m528.nd2 [150702_UT8_m528.nd2 (series 11)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150702,150702_UT8_m528,11,150702_UT8_m528.nd2,,data/raw/nd2/150702_UT8_m528.nd2,raw,Phase contrast: Cells
PDX_m528,150702_UT8_m528.nd2 [150702_UT8_m528.nd2 (series 12)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150702,150702_UT8_m528,12,150702_UT8_m528.nd2,,data/raw/nd2/150702_UT8_m528.nd2,raw,Phase contrast: Cells
PDX_m528,150702_UT8_m528.nd2 [150702_UT8_m528.nd2 (series 13)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150702,150702_UT8_m528,13,150702_UT8_m528.nd2,,data/raw/nd2/150702_UT8_m528.nd2,raw,Phase contrast: Cells
PDX_m528,150702_UT8_m528.nd2 [150702_UT8_m528.nd2 (series 14)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150702,150702_UT8_m528,14,150702_UT8_m528.nd2,,data/raw/nd2/150702_UT8_m528.nd2,raw,Phase contrast: Cells
PDX_m528,150702_UT8_m528.nd2 [150702_UT8_m528.nd2 (series 15)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150702,150702_UT8_m528,15,150702_UT8_m528.nd2,,data/raw/nd2/150702_UT8_m528.nd2,raw,Phase contrast: Cells
PDX_m528,150702_UT8_m528.nd2 [150702_UT8_m528.nd2 (series 16)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150702,150702_UT8_m528,16,150702_UT8_m528.nd2,,data/raw/nd2/150702_UT8_m528.nd2,raw,Phase contrast: Cells
PDX_m528,150702_UT8_m528.nd2 [150702_UT8_m528.nd2 (series 17)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150702,150702_UT8_m528,17,150702_UT8_m528.nd2,,data/raw/nd2/150702_UT8_m528.nd2,raw,Phase contrast: Cells
PDX_m528,150702_UT8_m528.nd2 [150702_UT8_m528.nd2 (series 18)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150702,150702_UT8_m528,18,150702_UT8_m528.nd2,,data/raw/nd2/150702_UT8_m528.nd2,raw,Phase contrast: Cells
PDX_m528,150702_UT8_m528.nd2 [150702_UT8_m528.nd2 (series 19)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150702,150702_UT8_m528,19,150702_UT8_m528.nd2,,data/raw/nd2/150702_UT8_m528.nd2,raw,Phase contrast: Cells
PDX_m528,150702_UT8_m528.nd2 [150702_UT8_m528.nd2 (series 20)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m528,low        ,150702,150702_UT8_m528,20,150702_UT8_m528.nd2,,data/raw/nd2/150702_UT8_m528.nd2,raw,Phase contrast: Cells
Clonal_A375c1,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c1,           ,150703,150703_A375c1_A375c2,1,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Clonal_A375c1,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c1,           ,150703,150703_A375c1_A375c2,2,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Clonal_A375c1,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c1,           ,150703,150703_A375c1_A375c2,3,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Clonal_A375c1,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c1,           ,150703,150703_A375c1_A375c2,4,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Clonal_A375c1,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c1,           ,150703,150703_A375c1_A375c2,5,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Clonal_A375c1,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c1,           ,150703,150703_A375c1_A375c2,6,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Clonal_A375c1,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c1,           ,150703,150703_A375c1_A375c2,7,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Clonal_A375c1,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c1,           ,150703,150703_A375c1_A375c2,8,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Clonal_A375c1,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c1,           ,150703,150703_A375c1_A375c2,9,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Clonal_A375c1,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c1,           ,150703,150703_A375c1_A375c2,10,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Clonal_A375c2,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 11)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c2,           ,150703,150703_A375c1_A375c2,11,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Clonal_A375c2,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 12)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c2,           ,150703,150703_A375c1_A375c2,12,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Clonal_A375c2,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 13)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c2,           ,150703,150703_A375c1_A375c2,13,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Clonal_A375c2,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 14)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c2,           ,150703,150703_A375c1_A375c2,14,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Clonal_A375c2,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 15)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c2,           ,150703,150703_A375c1_A375c2,15,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Clonal_A375c2,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 16)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c2,           ,150703,150703_A375c1_A375c2,16,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Clonal_A375c2,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 17)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c2,           ,150703,150703_A375c1_A375c2,17,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Clonal_A375c2,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 18)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c2,           ,150703,150703_A375c1_A375c2,18,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Clonal_A375c2,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 19)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c2,           ,150703,150703_A375c1_A375c2,19,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Clonal_A375c2,150703_A375c1_A375c2.nd2 [150703_A375c1_A375c2.nd2 (series 20)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,A375c2,           ,150703,150703_A375c1_A375c2,20,150703_A375c1_A375c2.nd2,,data/raw/nd2/150703_A375c1_A375c2.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150703_m116_m597.nd2 [150703_m116_m597.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150703,150703_m116_m597,1,150703_m116_m597.nd2,,data/raw/nd2/150703_m116_m597.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150703_m116_m597.nd2 [150703_m116_m597.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150703,150703_m116_m597,2,150703_m116_m597.nd2,,data/raw/nd2/150703_m116_m597.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150703_m116_m597.nd2 [150703_m116_m597.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150703,150703_m116_m597,3,150703_m116_m597.nd2,,data/raw/nd2/150703_m116_m597.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150703_m116_m597.nd2 [150703_m116_m597.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150703,150703_m116_m597,4,150703_m116_m597.nd2,,data/raw/nd2/150703_m116_m597.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150703_m116_m597.nd2 [150703_m116_m597.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150703,150703_m116_m597,5,150703_m116_m597.nd2,,data/raw/nd2/150703_m116_m597.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150703_m116_m597.nd2 [150703_m116_m597.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150703,150703_m116_m597,6,150703_m116_m597.nd2,,data/raw/nd2/150703_m116_m597.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150703_m116_m597.nd2 [150703_m116_m597.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150703,150703_m116_m597,7,150703_m116_m597.nd2,,data/raw/nd2/150703_m116_m597.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150703_m116_m597.nd2 [150703_m116_m597.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150703,150703_m116_m597,8,150703_m116_m597.nd2,,data/raw/nd2/150703_m116_m597.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150703_m116_m597.nd2 [150703_m116_m597.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150703,150703_m116_m597,9,150703_m116_m597.nd2,,data/raw/nd2/150703_m116_m597.nd2,raw,Phase contrast: Cells
Melanocyte_m116,150703_m116_m597.nd2 [150703_m116_m597.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Melanocyte,m116,           ,150703,150703_m116_m597,10,150703_m116_m597.nd2,,data/raw/nd2/150703_m116_m597.nd2,raw,Phase contrast: Cells
PDX_m597,150709_m597_m634.nd2 [150709_m597_m634.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m597,low        ,150709,150709_m597_m634,1,150709_m597_m634.nd2,,data/raw/nd2/150709_m597_m634.nd2,raw,Phase contrast: Cells
PDX_m597,150709_m597_m634.nd2 [150709_m597_m634.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m597,low        ,150709,150709_m597_m634,2,150709_m597_m634.nd2,,data/raw/nd2/150709_m597_m634.nd2,raw,Phase contrast: Cells
PDX_m597,150709_m597_m634.nd2 [150709_m597_m634.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m597,low        ,150709,150709_m597_m634,3,150709_m597_m634.nd2,,data/raw/nd2/150709_m597_m634.nd2,raw,Phase contrast: Cells
PDX_m597,150709_m597_m634.nd2 [150709_m597_m634.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m597,low        ,150709,150709_m597_m634,4,150709_m597_m634.nd2,,data/raw/nd2/150709_m597_m634.nd2,raw,Phase contrast: Cells
PDX_m597,150709_m597_m634.nd2 [150709_m597_m634.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m597,low        ,150709,150709_m597_m634,5,150709_m597_m634.nd2,,data/raw/nd2/150709_m597_m634.nd2,raw,Phase contrast: Cells
PDX_m597,150709_m597_m634.nd2 [150709_m597_m634.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m597,low        ,150709,150709_m597_m634,6,150709_m597_m634.nd2,,data/raw/nd2/150709_m597_m634.nd2,raw,Phase contrast: Cells
PDX_m597,150709_m597_m634.nd2 [150709_m597_m634.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m597,low        ,150709,150709_m597_m634,7,150709_m597_m634.nd2,,data/raw/nd2/150709_m597_m634.nd2,raw,Phase contrast: Cells
PDX_m597,150709_m597_m634.nd2 [150709_m597_m634.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m597,low        ,150709,150709_m597_m634,8,150709_m597_m634.nd2,,data/raw/nd2/150709_m597_m634.nd2,raw,Phase contrast: Cells
PDX_m597,150709_m597_m634.nd2 [150709_m597_m634.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m597,low        ,150709,150709_m597_m634,9,150709_m597_m634.nd2,,data/raw/nd2/150709_m597_m634.nd2,raw,Phase contrast: Cells
PDX_m597,150709_m597_m634.nd2 [150709_m597_m634.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m597,low        ,150709,150709_m597_m634,10,150709_m597_m634.nd2,,data/raw/nd2/150709_m597_m634.nd2,raw,Phase contrast: Cells
PDX_m634,150709_m597_m634.nd2 [150709_m597_m634.nd2 (series 14)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,150709,150709_m597_m634,14,150709_m597_m634.nd2,,data/raw/nd2/150709_m597_m634.nd2,raw,Phase contrast: Cells
PDX_m634,150709_m597_m634.nd2 [150709_m597_m634.nd2 (series 15)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,150709,150709_m597_m634,15,150709_m597_m634.nd2,,data/raw/nd2/150709_m597_m634.nd2,raw,Phase contrast: Cells
PDX_m634,150709_m597_m634.nd2 [150709_m597_m634.nd2 (series 16)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,150709,150709_m597_m634,16,150709_m597_m634.nd2,,data/raw/nd2/150709_m597_m634.nd2,raw,Phase contrast: Cells
PDX_m634,150709_m597_m634.nd2 [150709_m597_m634.nd2 (series 17)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m634,high       ,150709,150709_m597_m634,17,150709_m597_m634.nd2,,data/raw/nd2/150709_m597_m634.nd2,raw,Phase contrast: Cells
Clonal_m405c3,150714_m405c3.nd2 [150714_m405c3.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c3,           ,150714,150714_m405c3,1,150714_m405c3.nd2,,data/raw/nd2/150714_m405c3.nd2,raw,Phase contrast: Cells
Clonal_m405c3,150714_m405c3.nd2 [150714_m405c3.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c3,           ,150714,150714_m405c3,2,150714_m405c3.nd2,,data/raw/nd2/150714_m405c3.nd2,raw,Phase contrast: Cells
Clonal_m405c3,150714_m405c3.nd2 [150714_m405c3.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c3,           ,150714,150714_m405c3,3,150714_m405c3.nd2,,data/raw/nd2/150714_m405c3.nd2,raw,Phase contrast: Cells
Clonal_m405c3,150714_m405c3.nd2 [150714_m405c3.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c3,           ,150714,150714_m405c3,4,150714_m405c3.nd2,,data/raw/nd2/150714_m405c3.nd2,raw,Phase contrast: Cells
Clonal_m405c3,150714_m405c3.nd2 [150714_m405c3.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c3,           ,150714,150714_m405c3,5,150714_m405c3.nd2,,data/raw/nd2/150714_m405c3.nd2,raw,Phase contrast: Cells
Clonal_m405c3,150714_m405c3.nd2 [150714_m405c3.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c3,           ,150714,150714_m405c3,6,150714_m405c3.nd2,,data/raw/nd2/150714_m405c3.nd2,raw,Phase contrast: Cells
Clonal_m405c3,150714_m405c3.nd2 [150714_m405c3.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c3,           ,150714,150714_m405c3,7,150714_m405c3.nd2,,data/raw/nd2/150714_m405c3.nd2,raw,Phase contrast: Cells
Clonal_m405c3,150714_m405c3.nd2 [150714_m405c3.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c3,           ,150714,150714_m405c3,8,150714_m405c3.nd2,,data/raw/nd2/150714_m405c3.nd2,raw,Phase contrast: Cells
Clonal_m405c3,150714_m405c3.nd2 [150714_m405c3.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c3,           ,150714,150714_m405c3,9,150714_m405c3.nd2,,data/raw/nd2/150714_m405c3.nd2,raw,Phase contrast: Cells
Clonal_m405c3,150714_m405c3.nd2 [150714_m405c3.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,Clonal,m405c3,           ,150714,150714_m405c3,10,150714_m405c3.nd2,,data/raw/nd2/150714_m405c3.nd2,raw,Phase contrast: Cells
PDX_m498,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,150730,150730_m498_um12,1,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_m498,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,150730,150730_m498_um12,2,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_m498,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,150730,150730_m498_um12,3,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_m498,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,150730,150730_m498_um12,4,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_m498,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 05)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,150730,150730_m498_um12,5,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_m498,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 06)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,150730,150730_m498_um12,6,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_m498,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 07)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,150730,150730_m498_um12,7,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_m498,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 08)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,150730,150730_m498_um12,8,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_m498,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 09)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,150730,150730_m498_um12,9,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_m498,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 10)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,m498,low        ,150730,150730_m498_um12,10,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_um12,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 11)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,um12,           ,150730,150730_m498_um12,11,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_um12,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 12)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,um12,           ,150730,150730_m498_um12,12,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_um12,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 13)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,um12,           ,150730,150730_m498_um12,13,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_um12,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 14)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,um12,           ,150730,150730_m498_um12,14,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_um12,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 15)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,um12,           ,150730,150730_m498_um12,15,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_um12,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 16)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,um12,           ,150730,150730_m498_um12,16,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_um12,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 17)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,um12,           ,150730,150730_m498_um12,17,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_um12,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 18)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,um12,           ,150730,150730_m498_um12,18,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_um12,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 19)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,um12,           ,150730,150730_m498_um12,19,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_um12,150730_m498_um12.nd2 [150730_m498_um12.nd2 (series 20)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,um12,           ,150730,150730_m498_um12,20,150730_m498_um12.nd2,,data/raw/nd2/150730_m498_um12.nd2,raw,Phase contrast: Cells
PDX_um12,150803_um12_m498.nd2 [150803_um12_m498.nd2 (series 01)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,um12,           ,150803,150803_um12_m498,1,150803_um12_m498.nd2,,data/raw/nd2/150803_um12_m498.nd2,raw,Phase contrast: Cells
PDX_um12,150803_um12_m498.nd2 [150803_um12_m498.nd2 (series 02)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,um12,           ,150803,150803_um12_m498,2,150803_um12_m498.nd2,,data/raw/nd2/150803_um12_m498.nd2,raw,Phase contrast: Cells
PDX_um12,150803_um12_m498.nd2 [150803_um12_m498.nd2 (series 03)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,um12,           ,150803,150803_um12_m498,3,150803_um12_m498.nd2,,data/raw/nd2/150803_um12_m498.nd2,raw,Phase contrast: Cells
PDX_um12,150803_um12_m498.nd2 [150803_um12_m498.nd2 (series 04)],Homo sapiens,NCBITaxon,NCBITaxon_9606,PDX,um12,           ,150803,150803_um12_m498,4,150803_um12_m498.nd2,,data/raw/nd2/150803_um12_m498.nd2,raw,Phase contrast: Cells
